cutoffsepsis-3_no-prediction_24-12_12-24,243.2073839662447,0.0,8.976296296296297,0.5715831061228362,0.5444702451668646,0.8613590328225407,0.6003573113094035,0.8896665294359819,0.5790378006872853,0.8713174768268935,0.5875245532409502,,,[8476  282  790  168],[506 282 208 168]
cutoffsepsis-3_no-prediction_24-12_24-96,299.2095454545455,0.0,18.695761830473224,0.5988935377186906,0.5529214818014905,0.8654809022883289,0.6110912745827608,0.8835940716344175,0.5283505154639175,0.8730900155079534,0.542130823582202,,,[8351  407  724  234],[381 407 142 234]
cutoffsepsis-3_no-prediction_24-12_240-240,317.2434599156118,0.0,25.800545375218128,0.6208219529439473,0.5730910465493033,0.8701854187110871,0.641348482395063,0.8812268423219431,0.5085910652920962,0.8751869044940525,0.5119698827060014,,,[8278  480  674  284],[308 480  92 284]
cutoffsepsis-3_no-prediction_24-12_48-72,306.295865633075,0.0,18.447181008902078,0.6068527385161959,0.5653755805162544,0.8676377892505173,0.6245733081693627,0.8836969946480033,0.5292096219931272,0.8745053034489707,0.5411283124481905,,,[8335  423  707  251],[365 423 125 251]
cutoffsepsis-3_no-prediction_48-24_168-168,311.5783950617284,0.0,30.021799307958474,0.6253638188717169,0.5430932066097851,0.8689217663171859,0.6208199867696413,0.8743310004116921,0.45103092783505155,0.8715226366493537,0.4352418925812571,,,[8193  565  656  302],[223 565  74 302]
cutoffsepsis-3_no-prediction_48-24_24-72,295.40530303030306,0.0,21.442407146215327,0.6008014861211295,0.5294173236850632,0.8638772305888321,0.5917461858514307,0.8786537669822972,0.48711340206185566,0.8704414299993032,0.49711781959781465,,,[8293  465  714  244],[323 465 132 244]
cutoffsepsis-3_no-prediction_6-3_1-3,343.2490740740741,0.0,2.7134469696969705,0.5175574637158462,0.520770331569284,0.859058290499473,0.6081074803529102,0.9003705228489091,0.6683848797250859,0.8612947783769551,0.5910881778702702,,,[8709   49  919   39],[739  49 337  39]
sepsis-3_no-prediction_24-12_240-240,333.5445970695971,0.006134969325153374,37.19629851940777,0.6348320485749742,0.590202775677719,0.8734373290946426,0.6743679812224512,0.8805063812268423,0.5025773195876289,0.8767597994907093,0.4950159945073511,,,[8240  518  643  315],[270 518  61 315]
sepsis-3_no-prediction_48-24_168-168,307.4159176029963,0.0,37.40707343412529,0.6335756964941329,0.5449427583972352,0.8704654989879981,0.6357022201457012,0.8723754631535612,0.43470790378006874,0.8714079690832295,0.4025893232014621,,,[8154  604  636  322],[184 604  54 322]
sepsis-3_no-prediction_48-24_24-72,284.4288793103448,0.0,21.584530516431926,0.6013234067891879,0.5307471109191058,0.8640604658863732,0.5931031181563852,0.8787566899958831,0.4879725085910653,0.8705897263563537,0.4978622042685842,,,[8293  465  713  245],[323 465 131 245]
sepsis-3_no-prediction_6-3_1-3,343.2490740740741,0.0,2.7134469696969705,0.5175574637158462,0.520770331569284,0.859058290499473,0.6081074803529102,0.9003705228489091,0.6683848797250859,0.8612947783769551,0.5910881778702702,,,[8709   49  919   39],[739  49 337  39]
